state;action_reward;n_state
478&5|176&5|430&5|181&4|129&3|419&3|631&4|477&4|204&4|222&4|500&5|837&5;125&4|73&3|570&3|418&4|99&3|99&3|542&1|110&3|566&4|417&3;478&5|176&5|430&5|181&4|129&3|419&3|631&4|477&4|204&4|222&4|500&5|837&5|125&4|73&3|570&3|418&4|99&3|99&3|542&1|110&3|566&4|417&3
311&3|269&5|262&1|328&2|268&4|272&3|300&3|313&5|308&2|325&2|310&2|245&3;689&2|689&2|326&3|689&2|312&1|678&2|678&2|338&2|338&2|326&3;311&3|269&5|262&1|328&2|268&4|272&3|300&3|313&5|308&2|325&2|310&2|245&3|689&2|689&2|326&3|689&2|312&1|678&2|678&2|338&2|338&2|326&3
22&4|778&4|33&3|342&5|750&5|357&5|79&5|180&5|684&4|96&5|169&5|4&4;827&3|691&4|302&5|269&5|302&5|1244&3|1228&4|269&5|919&5|150&4;22&4|778&4|33&3|342&5|750&5|357&5|79&5|180&5|684&4|96&5|169&5|4&4|827&3|691&4|302&5|269&5|302&5|1244&3|1228&4|269&5|919&5|150&4
154&3|1&4|211&4|487&3|969&3|64&4|508&4|218&3|169&4|288&4|634&5|28&4;276&5|150&4|526&4|208&4|276&5|431&4|431&4|135&4|135&4|208&4;154&3|1&4|211&4|487&3|969&3|64&4|508&4|218&3|169&4|288&4|634&5|28&4|276&5|150&4|526&4|208&4|276&5|431&4|431&4|135&4|135&4|208&4
257&4|748&5|471&4|300&5|181&2|1197&2|934&3|294&4|50&2|15&3|472&3|815&3;7&2|284&4|240&3|151&2|118&4|284&4|293&4|151&2|151&2|240&3;257&4|748&5|471&4|300&5|181&2|1197&2|934&3|294&4|50&2|15&3|472&3|815&3|7&2|284&4|240&3|151&2|118&4|284&4|293&4|151&2|151&2|240&3
22&2|325&2|127&3|50&1|321&3|357&5|678&2|64&5|323&2|174&1|172&1|181&1;510&3|258&5|187&2|187&2|187&2|182&5|258&5|182&5|258&5|182&5;22&2|325&2|127&3|50&1|321&3|357&5|678&2|64&5|323&2|174&1|172&1|181&1|510&3|258&5|187&2|187&2|187&2|182&5|258&5|182&5|258&5|182&5
136&5|315&3|684&5|655&5|7&4|550&4|265&5|679&2|22&5|578&3|1&5|343&2;234&4|665&4|94&4|95&4|234&4|449&4|415&3|423&5|415&3|554&4;136&5|315&3|684&5|655&5|7&4|550&4|265&5|679&2|22&5|578&3|1&5|343&2|234&4|665&4|94&4|95&4|234&4|449&4|415&3|423&5|415&3|554&4
357&5|163&3|214&2|172&4|191&5|220&5|70&4|660&3|56&3|582&4|443&4|174&4;275&5|333&3|237&4|333&3|1136&4|333&3|1300&2|333&3|237&4|275&5;357&5|163&3|214&2|172&4|191&5|220&5|70&4|660&3|56&3|582&4|443&4|174&4|275&5|333&3|237&4|333&3|1136&4|333&3|1300&2|333&3|237&4|275&5
262&5|676&2|597&2|489&5|237&4|307&3|1023&4|765&2|98&5|517&3|197&3|580&4;227&4|665&2|270&4|346&2|1527&3|155&1|155&1|230&4|331&4|896&5;262&5|676&2|597&2|489&5|237&4|307&3|1023&4|765&2|98&5|517&3|197&3|580&4|227&4|665&2|270&4|346&2|1527&3|155&1|155&1|230&4|331&4|896&5
1190&5|411&4|1028&5|756&5|405&4|298&5|9&5|237&5|275&4|689&5|591&5|326&5;931&2|106&3|1277&5|424&3|254&3|254&3|476&5|254&3|1277&5|1023&4;1190&5|411&4|1028&5|756&5|405&4|298&5|9&5|237&5|275&4|689&5|591&5|326&5|931&2|106&3|1277&5|424&3|254&3|254&3|476&5|254&3|1277&5|1023&4
382&3|423&2|171&5|679&3|157&4|549&3|732&4|194&4|117&3|90&4|386&4|39&3;569&3|105&3|1215&3|756&3|252&2|27&1|1151&1|1014&2|720&2|476&3;382&3|423&2|171&5|679&3|157&4|549&3|732&4|194&4|117&3|90&4|386&4|39&3|569&3|105&3|1215&3|756&3|252&2|27&1|1151&1|1014&2|720&2|476&3
7&3|302&2|269&5|300&2|111&5|744&4|1&3|282&3|286&4|340&4|690&4|327&1;118&1|1009&4|117&4|117&4|117&4|117&4|151&4|151&4|1009&4|109&1;7&3|302&2|269&5|300&2|111&5|744&4|1&3|282&3|286&4|340&4|690&4|327&1|118&1|1009&4|117&4|117&4|117&4|117&4|151&4|151&4|1009&4|109&1
948&1|680&1|332&3|681&1|323&1|748&2|292&1|682&3|327&4|294&3|266&1|270&2;923&5|313&5|358&1|678&1|328&1|243&1|243&1|328&1|313&5|358&1;948&1|680&1|332&3|681&1|323&1|748&2|292&1|682&3|327&4|294&3|266&1|270&2|923&5|313&5|358&1|678&1|328&1|243&1|243&1|328&1|313&5|358&1
258&4|316&4|313&4|286&4|346&4|288&5|912&3|328&4|302&5|271&4|300&2|303&5;312&2|875&1|887&4|1105&1|1105&1|875&1|1105&1|1105&1|887&4|875&1;258&4|316&4|313&4|286&4|346&4|288&5|912&3|328&4|302&5|271&4|300&2|303&5|312&2|875&1|887&4|1105&1|1105&1|875&1|1105&1|1105&1|887&4|875&1
435&5|317&5|187&5|234&4|209&5|182&5|172&4|521&5|357&5|11&4|214&5|127&5;451&4|135&5|135&5|64&5|480&5|654&5|181&4|168&5|480&5|64&5;435&5|317&5|187&5|234&4|209&5|182&5|172&4|521&5|357&5|11&4|214&5|127&5|451&4|135&5|135&5|64&5|480&5|654&5|181&4|168&5|480&5|64&5
121&4|756&3|64&5|827&3|122&3|273&4|147&3|240&5|123&4|235&3|412&1|151&4;24&4|7&5|1047&3|24&4|7&5|24&4|1047&3|24&4|7&5|405&5;121&4|756&3|64&5|827&3|122&3|273&4|147&3|240&5|123&4|235&3|412&1|151&4|24&4|7&5|1047&3|24&4|7&5|24&4|1047&3|24&4|7&5|405&5
509&3|70&3|1147&4|515&2|610&1|180&5|144&1|671&5|813&4|73&2|492&4|672&2;727&3|772&4|474&5|474&5|191&5|404&5|1220&3|565&3|693&3|425&3;509&3|70&3|1147&4|515&2|610&1|180&5|144&1|671&5|813&4|73&2|492&4|672&2|727&3|772&4|474&5|474&5|191&5|404&5|1220&3|565&3|693&3|425&3
640&2|98&4|186&3|357&4|507&3|505&3|615&2|485&3|175&5|1104&5|56&3|482&4;180&3|156&4|153&3|180&3|153&3|522&5|179&5|522&5|522&5|179&5;640&2|98&4|186&3|357&4|507&3|505&3|615&2|485&3|175&5|1104&5|56&3|482&4|180&3|156&4|153&3|180&3|153&3|522&5|179&5|522&5|522&5|179&5
210&3|97&5|11&4|215&5|208&3|182&4|655&3|117&3|385&3|183&4|294&3|137&3;143&3|712&3|204&3|211&4|237&4|237&4|238&5|199&5|712&3|963&4;210&3|97&5|11&4|215&5|208&3|182&4|655&3|117&3|385&3|183&4|294&3|137&3|143&3|712&3|204&3|211&4|237&4|237&4|238&5|199&5|712&3|963&4
274&3|604&5|399&4|476&3|497&3|191&4|178&5|519&4|182&4|86&3|276&4|705&5;167&3|49&3|63&2|1041&3|158&3|239&3|1119&4|158&3|610&4|153&4;274&3|604&5|399&4|476&3|497&3|191&4|178&5|519&4|182&4|86&3|276&4|705&5|167&3|49&3|63&2|1041&3|158&3|239&3|1119&4|158&3|610&4|153&4
405&4|823&2|328&3|105&1|1&3|761&5|311&3|597&4|335&3|873&3|117&4|181&4;300&5|283&4|275&5|258&5|740&4|748&4|740&4|1177&5|258&5|740&4;405&4|823&2|328&3|105&1|1&3|761&5|311&3|597&4|335&3|873&3|117&4|181&4|300&5|283&4|275&5|258&5|740&4|748&4|740&4|1177&5|258&5|740&4
396&4|566&4|64&5|685&5|1073&5|1016&4|508&5|772&4|546&3|568&4|129&5|118&2;1028&3|101&4|1078&4|722&4|1178&4|95&4|71&4|496&5|1305&3|794&4;396&4|566&4|64&5|685&5|1073&5|1016&4|508&5|772&4|546&3|568&4|129&5|118&2|1028&3|101&4|1078&4|722&4|1178&4|95&4|71&4|496&5|1305&3|794&4
174&5|269&3|151&4|281&3|141&5|118&2|9&5|92&5|627&3|285&5|544&3|156&5;576&5|569&4|449&3|53&5|334&5|199&5|294&1|440&1|580&3|565&4;174&5|269&3|151&4|281&3|141&5|118&2|9&5|92&5|627&3|285&5|544&3|156&5|576&5|569&4|449&3|53&5|334&5|199&5|294&1|440&1|580&3|565&4
294&3|233&4|401&4|172&5|237&5|412&2|220&4|167&4|255&5|321&5|566&4|254&3;862&1|50&5|210&4|210&4|153&4|50&5|862&1|862&1|862&1|181&4;294&3|233&4|401&4|172&5|237&5|412&2|220&4|167&4|255&5|321&5|566&4|254&3|862&1|50&5|210&4|210&4|153&4|50&5|862&1|862&1|862&1|181&4
724&4|731&4|280&4|274&5|255&5|369&4|90&4|1041&5|275&5|1051&5|553&5|88&5;289&5|15&4|66&5|546&4|282&4|282&4|15&4|66&5|66&5|282&4;724&4|731&4|280&4|274&5|255&5|369&4|90&4|1041&5|275&5|1051&5|553&5|88&5|289&5|15&4|66&5|546&4|282&4|282&4|15&4|66&5|66&5|282&4
55&4|710&4|451&4|47&4|381&4|271&3|682&3|702&2|133&4|895&3|333&2|498&4;147&2|435&4|634&5|464&4|161&3|215&4|281&3|215&4|2&2|533&4;55&4|710&4|451&4|47&4|381&4|271&3|682&3|702&2|133&4|895&3|333&2|498&4|147&2|435&4|634&5|464&4|161&3|215&4|281&3|215&4|2&2|533&4
125&3|245&3|319&2|117&3|258&3|321&4|873&3|879&3|282&3|237&3|116&3|345&4;458&4|7&4|1051&2|458&4|1051&2|717&1|717&1|1051&2|1051&2|1051&2;125&3|245&3|319&2|117&3|258&3|321&4|873&3|879&3|282&3|237&3|116&3|345&4|458&4|7&4|1051&2|458&4|1051&2|717&1|717&1|1051&2|1051&2|1051&2
269&3|326&5|315&3|539&4|323&4|258&4|316&4|302&2|678&4|286&3|751&5|313&5;338&4|508&3|15&5|15&5|15&5|338&4|1&5|892&2|508&3|892&2;269&3|326&5|315&3|539&4|323&4|258&4|316&4|302&2|678&4|286&3|751&5|313&5|338&4|508&3|15&5|15&5|15&5|338&4|1&5|892&2|508&3|892&2
1483&4|327&3|319&3|690&3|875&1|264&4|302&3|539&3|1265&4|289&3|294&3|334&3;308&3|880&3|266&1|888&3|312&2|879&1|688&3|888&3|878&2|266&1;1483&4|327&3|319&3|690&3|875&1|264&4|302&3|539&3|1265&4|289&3|294&3|334&3|308&3|880&3|266&1|888&3|312&2|879&1|688&3|888&3|878&2|266&1
315&3|340&5|328&2|749&4|258&3|272&4|362&3|268&5|1395&4|751&4|288&3|874&5;1105&2|1105&2|270&5|886&4|886&4|270&5|1105&2|270&5|1105&2|902&5;315&3|340&5|328&2|749&4|258&3|272&4|362&3|268&5|1395&4|751&4|288&3|874&5|1105&2|1105&2|270&5|886&4|886&4|270&5|1105&2|270&5|1105&2|902&5
322&4|25&4|1355&4|546&2|323&3|282&4|289&3|124&3|286&3|319&3|116&4|287&4;117&4|871&2|100&5|100&5|147&4|15&4|100&5|100&5|147&4|285&4;322&4|25&4|1355&4|546&2|323&3|282&4|289&3|124&3|286&3|319&3|116&4|287&4|117&4|871&2|100&5|100&5|147&4|15&4|100&5|100&5|147&4|285&4
300&3|319&4|294&4|333&4|345&3|313&4|302&5|272&2|258&4|307&2|270&4|269&4;748&5|347&4|352&5|748&5|748&5|347&4|352&5|347&4|352&5|937&5;300&3|319&4|294&4|333&4|345&3|313&4|302&5|272&2|258&4|307&2|270&4|269&4|748&5|347&4|352&5|748&5|748&5|347&4|352&5|347&4|352&5|937&5
100&5|50&5|993&4|278&3|762&4|845&4|742&4|472&3|257&5|151&2|284&4|121&4;1001&3|756&2|476&3|1001&3|820&4|934&2|820&4|476&3|411&3|820&4;100&5|50&5|993&4|278&3|762&4|845&4|742&4|472&3|257&5|151&2|284&4|121&4|1001&3|756&2|476&3|1001&3|820&4|934&2|820&4|476&3|411&3|820&4
183&3|168&4|963&5|304&5|423&5|496&5|144&3|515&5|294&5|71&5|378&5|195&3;176&4|447&1|1444&2|10&3|1444&2|447&1|420&5|420&5|422&3|176&4;183&3|168&4|963&5|304&5|423&5|496&5|144&3|515&5|294&5|71&5|378&5|195&3|176&4|447&1|1444&2|10&3|1444&2|447&1|420&5|420&5|422&3|176&4
71&4|751&3|1110&4|272&3|169&4|91&3|539&2|95&4|1&4|206&3|333&4|1091&1;410&1|111&4|111&4|926&2|235&3|926&2|25&3|926&2|25&3|235&3;71&4|751&3|1110&4|272&3|169&4|91&3|539&2|95&4|1&4|206&3|333&4|1091&1|410&1|111&4|111&4|926&2|235&3|926&2|25&3|926&2|25&3|235&3
294&3|287&3|194&4|762&4|1&4|523&3|211&4|328&4|692&3|208&4|326&3|1028&3;1040&2|763&3|1040&2|1040&2|411&4|763&3|763&3|763&3|412&4|1132&4;294&3|287&3|194&4|762&4|1&4|523&3|211&4|328&4|692&3|208&4|326&3|1028&3|1040&2|763&3|1040&2|1040&2|411&4|763&3|763&3|763&3|412&4|1132&4
137&1|19&4|124&5|274&3|9&5|813&3|845&4|744&4|275&2|1&4|1281&4|297&4;536&5|276&5|536&5|536&5|269&5|313&5|302&5|302&5|536&5|276&5;137&1|19&4|124&5|274&3|9&5|813&3|845&4|744&4|275&2|1&4|1281&4|297&4|536&5|276&5|536&5|536&5|269&5|313&5|302&5|302&5|536&5|276&5
125&1|1&5|15&5|118&3|151&1|866&2|476&4|14&4|845&4|283&4|276&2|222&4;820&3|934&3|820&3|934&3|235&4|412&2|820&3|934&3|820&3|820&3;125&1|1&5|15&5|118&3|151&1|866&2|476&4|14&4|845&4|283&4|276&2|222&4|820&3|934&3|820&3|934&3|235&4|412&2|820&3|934&3|820&3|820&3
77&3|890&1|509&2|382&2|255&2|778&3|71&3|87&2|254&1|294&2|137&1|285&4;735&5|298&2|298&2|300&2|23&3|735&5|126&2|88&3|291&3|291&3;77&3|890&1|509&2|382&2|255&2|778&3|71&3|87&2|254&1|294&2|137&1|285&4|735&5|298&2|298&2|300&2|23&3|735&5|126&2|88&3|291&3|291&3
1024&3|321&3|269&5|242&4|313&4|354&4|311&4|272&3|328&4|301&4|304&4|258&4;305&2|896&2|344&2|326&3|326&3|326&3|344&2|305&2|896&2|344&2;1024&3|321&3|269&5|242&4|313&4|354&4|311&4|272&3|328&4|301&4|304&4|258&4|305&2|896&2|344&2|326&3|326&3|326&3|344&2|305&2|896&2|344&2
584&4|519&4|98&1|202&4|208&5|566&5|82&5|79&5|50&5|494&3|28&5|742&5;69&5|174&5|168&5|181&5|419&5|648&5|174&5|174&5|162&3|88&5;584&4|519&4|98&1|202&4|208&5|566&5|82&5|79&5|50&5|494&3|28&5|742&5|69&5|174&5|168&5|181&5|419&5|648&5|174&5|174&5|162&3|88&5
57&2|553&3|509&4|661&4|660&3|187&4|197&5|70&5|191&5|469&5|519&4|582&5;423&4|1168&4|423&4|570&3|1168&4|1168&4|403&4|378&4|470&3|1074&4;57&2|553&3|509&4|661&4|660&3|187&4|197&5|70&5|191&5|469&5|519&4|582&5|423&4|1168&4|423&4|570&3|1168&4|1168&4|403&4|378&4|470&3|1074&4
338&1|304&3|300&3|286&3|242&4|258&5|872&3|269&4|259&4|881&2|327&4|888&4;1175&5|1176&5|1176&5|1176&5|270&5|270&5|683&5|1175&5|889&5|1176&5;338&1|304&3|300&3|286&3|242&4|258&5|872&3|269&4|259&4|881&2|327&4|888&4|1175&5|1176&5|1176&5|1176&5|270&5|270&5|683&5|1175&5|889&5|1176&5
685&3|269&5|284&3|222&4|235&3|118&4|15&3|237&3|476&4|1028&3|405&2|411&3;1322&2|934&4|934&4|120&1|1322&2|120&1|1322&2|1322&2|120&1|120&1;685&3|269&5|284&3|222&4|235&3|118&4|15&3|237&3|476&4|1028&3|405&2|411&3|1322&2|934&4|934&4|120&1|1322&2|120&1|1322&2|1322&2|120&1|120&1
100&5|325&2|754&3|528&5|934&4|294&4|873&3|318&5|531&4|601&5|9&4|371&5;338&2|827&3|121&1|223&5|1226&4|255&2|118&3|252&4|118&3|223&5;100&5|325&2|754&3|528&5|934&4|294&4|873&3|318&5|531&4|601&5|9&4|371&5|338&2|827&3|121&1|223&5|1226&4|255&2|118&3|252&4|118&3|223&5
242&4|285&4|9&3|1171&3|676&4|10&3|1251&3|146&4|7&3|286&4|313&4|532&3;870&2|311&5|1380&3|870&2|515&5|20&4|100&5|713&4|306&4|276&5;242&4|285&4|9&3|1171&3|676&4|10&3|1251&3|146&4|7&3|286&4|313&4|532&3|870&2|311&5|1380&3|870&2|515&5|20&4|100&5|713&4|306&4|276&5
31&3|33&4|942&2|80&1|431&4|55&4|53&2|245&3|280&3|999&2|1093&3|127&5;809&2|625&3|62&3|447&2|586&1|1228&1|29&2|128&4|1035&3|1&4;31&3|33&4|942&2|80&1|431&4|55&4|53&2|245&3|280&3|999&2|1093&3|127&5|809&2|625&3|62&3|447&2|586&1|1228&1|29&2|128&4|1035&3|1&4
172&5|427&4|143&5|625&5|568&4|38&5|928&5|633&5|288&5|298&5|234&5|118&5;207&5|197&5|676&5|197&5|15&5|676&5|15&5|207&5|207&5|676&5;172&5|427&4|143&5|625&5|568&4|38&5|928&5|633&5|288&5|298&5|234&5|118&5|207&5|197&5|676&5|197&5|15&5|676&5|15&5|207&5|207&5|676&5
9&5|515&4|14&4|70&4|146&3|475&4|285&4|165&3|269&5|462&4|213&4|921&5;949&2|582&5|381&5|1214&1|382&5|1214&1|949&2|381&5|1018&2|382&5;9&5|515&4|14&4|70&4|146&3|475&4|285&4|165&3|269&5|462&4|213&4|921&5|949&2|582&5|381&5|1214&1|382&5|1214&1|949&2|381&5|1018&2|382&5
258&5|307&4|301&5|286&5|892&4|289&2|690&5|304&5|323&5|895&5|243&3|294&4;748&3|678&5|988&4|678&5|315&4|901&4|901&4|678&5|678&5|988&4;258&5|307&4|301&5|286&5|892&4|289&2|690&5|304&5|323&5|895&5|243&3|294&4|748&3|678&5|988&4|678&5|315&4|901&4|901&4|678&5|678&5|988&4
682&2|125&5|181&4|1&4|24&3|742&2|50&5|333&1|245&3|117&4|331&5|471&4;237&4|118&3|237&4|7&3|237&4|7&3|756&4|410&4|237&4|410&4;682&2|125&5|181&4|1&4|24&3|742&2|50&5|333&1|245&3|117&4|331&5|471&4|237&4|118&3|237&4|7&3|237&4|7&3|756&4|410&4|237&4|410&4
1&5|181&3|180&5|174&5|544&3|98&5|582&3|50&5|55&5|137&4|70&3|826&3;856&4|161&3|226&2|372&2|1168&2|47&5|71&5|39&3|161&3|42&4;1&5|181&3|180&5|174&5|544&3|98&5|582&3|50&5|55&5|137&4|70&3|826&3|856&4|161&3|226&2|372&2|1168&2|47&5|71&5|39&3|161&3|42&4
517&5|321&5|100&4|223&3|654&5|663&5|474&5|604&5|237&4|124&4|464&4|478&5;475&2|603&5|205&4|58&4|200&5|639&4|285&5|480&5|203&5|603&5;517&5|321&5|100&4|223&3|654&5|663&5|474&5|604&5|237&4|124&4|464&4|478&5|475&2|603&5|205&4|58&4|200&5|639&4|285&5|480&5|203&5|603&5
236&5|1013&4|121&3|118&4|326&4|244&5|13&5|249&4|111&4|252&5|285&5|340&4;489&5|265&3|89&4|357&4|87&4|505&4|87&4|357&4|87&4|489&5;236&5|1013&4|121&3|118&4|326&4|244&5|13&5|249&4|111&4|252&5|285&5|340&4|489&5|265&3|89&4|357&4|87&4|505&4|87&4|357&4|87&4|489&5
659&4|431&3|183&5|39&2|55&4|265&3|712&3|269&4|288&2|603&4|168&4|154&4;5&3|203&4|789&3|294&2|8&3|410&3|5&3|591&3|695&3|789&3;659&4|431&3|183&5|39&2|55&4|265&3|712&3|269&4|288&2|603&4|168&4|154&4|5&3|203&4|789&3|294&2|8&3|410&3|5&3|591&3|695&3|789&3
328&4|245&4|313&5|288&3|748&4|258&2|289&3|346&3|321&3|881&3|682&3|243&2;295&3|257&4|257&4|295&3|257&4|127&4|295&3|295&3|50&4|127&4;328&4|245&4|313&5|288&3|748&4|258&2|289&3|346&3|321&3|881&3|682&3|243&2|295&3|257&4|257&4|295&3|257&4|127&4|295&3|295&3|50&4|127&4
77&4|748&4|1047&4|147&4|72&4|328&3|177&5|496&4|742&4|993&4|134&4|294&3;196&4|237&3|237&3|257&2|117&3|202&4|73&5|202&4|202&4|257&2;77&4|748&4|1047&4|147&4|72&4|328&3|177&5|496&4|742&4|993&4|134&4|294&3|196&4|237&3|237&3|257&2|117&3|202&4|73&5|202&4|202&4|257&2
