state;action_reward;n_state
676&4|100&5|13&4|14&5|754&3|6&5|137&5|864&1|282&2|591&3|274&3|547&4;286&5|287&4|475&4|127&4|287&4|275&4|1331&4|127&4|127&4|276&4;676&4|100&5|13&4|14&5|754&3|6&5|137&5|864&1|282&2|591&3|274&3|547&4|286&5|287&4|475&4|127&4|287&4|275&4|1331&4|127&4|127&4|276&4
596&3|215&5|876&2|705&4|520&4|228&3|275&2|443&1|69&3|64&3|678&3|457&4;181&1|300&2|117&4|890&2|181&1|181&1|127&4|263&3|263&3|890&2;596&3|215&5|876&2|705&4|520&4|228&3|275&2|443&1|69&3|64&3|678&3|457&4|181&1|300&2|117&4|890&2|181&1|181&1|127&4|263&3|263&3|890&2
9&3|481&3|963&5|428&4|307&4|28&3|301&3|482&3|479&5|340&3|127&5|657&5;628&2|50&3|237&4|1&4|237&4|237&4|508&5|508&5|628&2|508&5;9&3|481&3|963&5|428&4|307&4|28&3|301&3|482&3|479&5|340&3|127&5|657&5|628&2|50&3|237&4|1&4|237&4|237&4|508&5|508&5|628&2|508&5
288&2|127&5|878&1|56&3|474&5|289&3|268&2|195&4|302&5|523&5|97&4|1500&5;135&5|403&4|135&5|181&5|403&4|210&4|87&4|50&5|210&4|403&4;288&2|127&5|878&1|56&3|474&5|289&3|268&2|195&4|302&5|523&5|97&4|1500&5|135&5|403&4|135&5|181&5|403&4|210&4|87&4|50&5|210&4|403&4
1091&1|825&3|150&2|1444&1|133&5|38&2|607&3|168&3|1401&3|743&2|528&4|705&2;87&5|87&5|1157&1|1133&3|277&5|1133&3|771&2|727&5|727&5|727&5;1091&1|825&3|150&2|1444&1|133&5|38&2|607&3|168&3|1401&3|743&2|528&4|705&2|87&5|87&5|1157&1|1133&3|277&5|1133&3|771&2|727&5|727&5|727&5
201&5|6&5|615&4|340&4|242&4|7&4|402&4|507&4|690&1|294&4|298&5|276&4;483&5|385&5|286&5|691&5|385&5|483&5|385&5|286&5|691&5|691&5;201&5|6&5|615&4|340&4|242&4|7&4|402&4|507&4|690&1|294&4|298&5|276&4|483&5|385&5|286&5|691&5|385&5|483&5|385&5|286&5|691&5|691&5
479&5|153&5|181&4|521&5|222&4|175&4|89&5|202&4|969&4|88&4|96&4|582&3;420&2|946&3|570&3|420&2|131&4|946&3|825&4|131&4|1078&3|542&1;479&5|153&5|181&4|521&5|222&4|175&4|89&5|202&4|969&4|88&4|96&4|582&3|420&2|946&3|570&3|420&2|131&4|946&3|825&4|131&4|1078&3|542&1
1296&3|258&3|300&3|325&2|874&3|328&2|340&4|268&4|345&4|308&2|269&5|272&3;323&2|321&2|338&2|689&2|321&2|326&3|323&2|338&2|689&2|323&2;1296&3|258&3|300&3|325&2|874&3|328&2|340&4|268&4|345&4|308&2|269&5|272&3|323&2|321&2|338&2|689&2|321&2|326&3|323&2|338&2|689&2|323&2
168&5|201&4|550&4|301&2|180&5|357&5|161&4|941&5|338&5|1054&1|175&5|81&5;313&5|269&5|369&3|1016&3|1258&3|691&4|926&3|249&4|313&5|184&5;168&5|201&4|550&4|301&2|180&5|357&5|161&4|941&5|338&5|1054&1|175&5|81&5|313&5|269&5|369&3|1016&3|1258&3|691&4|926&3|249&4|313&5|184&5
634&5|4&3|969&3|408&4|175&4|508&4|357&4|56&5|172&5|117&4|487&3|193&4;526&4|526&4|173&5|135&4|208&4|150&4|195&4|276&5|195&4|81&2;634&5|4&3|969&3|408&4|175&4|508&4|357&4|56&5|172&5|117&4|487&3|193&4|526&4|526&4|173&5|135&4|208&4|150&4|195&4|276&5|195&4|81&2
471&4|257&4|756&4|742&5|328&4|1&5|288&4|472&3|748&5|327&3|323&3|477&3;240&3|7&2|273&5|293&4|284&4|151&2|298&5|7&2|410&4|118&4;471&4|257&4|756&4|742&5|328&4|1&5|288&4|472&3|748&5|327&3|323&3|477&3|240&3|7&2|273&5|293&4|284&4|151&2|298&5|7&2|410&4|118&4
181&1|321&3|323&2|56&5|64&5|265&4|172&1|568&4|174&1|678&2|50&1|216&2;182&5|258&5|79&5|258&5|258&5|187&2|187&2|79&5|79&5|510&3;181&1|321&3|323&2|56&5|64&5|265&4|172&1|568&4|174&1|678&2|50&1|216&2|182&5|258&5|79&5|258&5|258&5|187&2|187&2|79&5|79&5|510&3
257&5|778&5|228&5|823&4|313&5|89&4|732&5|235&2|274&4|122&2|71&2|578&3;234&4|472&4|427&5|625&4|94&4|98&4|415&3|415&3|423&5|755&4;257&5|778&5|228&5|823&4|313&5|89&4|732&5|235&2|274&4|122&2|71&2|578&3|234&4|472&4|427&5|625&4|94&4|98&4|415&3|415&3|423&5|755&4
172&4|660&3|535&4|196&5|100&4|60&5|50&4|322&4|582&4|815&4|220&5|195&3;275&5|1300&2|237&4|470&3|88&4|470&3|1300&2|275&5|470&3|470&3;172&4|660&3|535&4|196&5|100&4|60&5|50&4|322&4|582&4|815&4|220&5|195&3|275&5|1300&2|237&4|470&3|88&4|470&3|1300&2|275&5|470&3|470&3
8&5|202&5|195&5|462&4|154&5|340&3|153&5|276&2|653&3|919&5|531&5|568&4;315&5|29&3|902&4|77&3|892&2|1090&1|1090&1|331&4|1001&5|350&4;8&5|202&5|195&5|462&4|154&5|340&3|153&5|276&2|653&3|919&5|531&5|568&4|315&5|29&3|902&4|77&3|892&2|1090&1|1090&1|331&4|1001&5|350&4
9&5|274&5|591&5|411&4|275&4|252&3|298&5|717&4|1190&5|508&5|689&5|237&5;1277&5|934&3|254&3|106&3|254&3|1277&5|424&3|1277&5|1277&5|476&5;9&5|274&5|591&5|411&4|275&4|252&3|298&5|717&4|1190&5|508&5|689&5|237&5|1277&5|934&3|254&3|106&3|254&3|1277&5|424&3|1277&5|1277&5|476&5
405&4|433&5|943&3|86&4|5&2|164&2|659&4|175&4|432&3|1103&4|780&2|235&4;1419&2|1419&2|255&3|1552&3|3&3|720&2|722&3|756&3|250&4|27&1;405&4|433&5|943&3|86&4|5&2|164&2|659&4|175&4|432&3|1103&4|780&2|235&4|1419&2|1419&2|255&3|1552&3|3&3|720&2|722&3|756&3|250&4|27&1
9&4|111&5|327&1|744&4|1&3|273&3|301&3|346&4|690&4|7&3|455&1|269&5;117&4|151&4|1009&4|1009&4|1009&4|628&3|118&1|109&1|118&1|628&3;9&4|111&5|327&1|744&4|1&3|273&3|301&3|346&4|690&4|7&3|455&1|269&5|117&4|151&4|1009&4|1009&4|1009&4|628&3|118&1|109&1|118&1|628&3
292&1|336&1|264&1|268&4|682&3|258&4|289&1|332&3|324&4|680&1|323&1|879&1;243&1|923&5|358&1|328&1|328&1|923&5|243&1|243&1|272&5|243&1;292&1|336&1|264&1|268&4|682&3|258&4|289&1|332&3|324&4|680&1|323&1|879&1|243&1|923&5|358&1|328&1|328&1|923&5|243&1|243&1|272&5|243&1
300&2|286&4|269&3|258&4|316&4|690&3|313&4|912&3|302&5|303&5|271&4|346&4;245&4|887&4|875&1|875&1|887&4|1105&1|875&1|887&4|887&4|245&4;300&2|286&4|269&3|258&4|316&4|690&3|313&4|912&3|302&5|303&5|271&4|346&4|245&4|887&4|875&1|875&1|887&4|1105&1|875&1|887&4|887&4|245&4
11&4|22&5|430&4|99&5|205&5|317&5|97&2|172&4|542&1|427&5|28&4|98&5;451&4|528&5|64&5|208&5|1184&1|191&5|168&5|168&5|480&5|527&3;11&4|22&5|430&4|99&5|205&5|317&5|97&2|172&4|542&1|427&5|28&4|98&5|451&4|528&5|64&5|208&5|1184&1|191&5|168&5|168&5|480&5|527&3
871&3|1095&4|827&3|123&4|273&4|1052&3|235&3|1&3|122&3|412&1|1093&5|105&4;24&4|24&4|24&4|833&4|405&5|833&4|7&5|833&4|7&5|405&5;871&3|1095&4|827&3|123&4|273&4|1052&3|235&3|1&3|122&3|412&1|1093&5|105&4|24&4|24&4|24&4|833&4|405&5|833&4|7&5|833&4|7&5|405&5
185&5|418&5|151&2|1047&3|414&2|520&4|367&4|405&3|508&4|20&3|737&3|396&3;39&4|601&3|565&3|693&3|453&2|565&3|491&4|601&3|1220&3|772&4;185&5|418&5|151&2|1047&3|414&2|520&4|367&4|405&3|508&4|20&3|737&3|396&3|39&4|601&3|565&3|693&3|453&2|565&3|491&4|601&3|1220&3|772&4
157&2|269&4|89&5|176&5|659&4|507&3|496&4|182&3|1104&5|655&3|224&3|186&3;195&4|153&3|156&4|527&3|180&3|180&3|153&3|180&3|210&3|195&4;157&2|269&4|89&5|176&5|659&4|507&3|496&4|182&3|1104&5|655&3|224&3|186&3|195&4|153&3|156&4|527&3|180&3|180&3|153&3|180&3|210&3|195&4
735&3|405&3|117&3|187&5|79&4|31&3|215&5|22&5|191&5|12&4|195&4|258&3;527&3|143&3|211&4|199&5|237&4|204&3|143&3|483&5|216&4|199&5;735&3|405&3|117&3|187&5|79&4|31&3|215&5|22&5|191&5|12&4|195&4|258&3|527&3|143&3|211&4|199&5|237&4|204&3|143&3|483&5|216&4|199&5
237&3|519&4|168&3|476&3|15&5|8&3|134&3|491&5|276&4|991&2|484&4|483&5;71&5|648&5|610&4|1119&4|227&2|66&4|610&4|153&4|158&3|153&4;237&3|519&4|168&3|476&3|15&5|8&3|134&3|491&5|276&4|991&2|484&4|483&5|71&5|648&5|610&4|1119&4|227&2|66&4|610&4|153&4|158&3|153&4
823&2|538&4|131&3|405&4|269&3|294&1|472&2|1&3|117&4|369&5|237&1|111&3;748&4|275&5|258&5|1177&5|748&4|300&5|740&4|748&4|300&5|740&4;823&2|538&4|131&3|405&4|269&3|294&1|472&2|1&3|117&4|369&5|237&1|111&3|748&4|275&5|258&5|1177&5|748&4|300&5|740&4|748&4|300&5|740&4
218&4|1220&5|156&5|245&2|204&4|175&2|566&4|834&3|1059&4|223&5|578&4|367&4;159&4|940&3|80&4|588&4|404&4|571&2|1273&2|1489&2|588&4|946&4;218&4|1220&5|156&5|245&2|204&4|175&2|566&4|834&3|1059&4|223&5|578&4|367&4|159&4|940&3|80&4|588&4|404&4|571&2|1273&2|1489&2|588&4|946&4
610&5|78&3|665&4|657&4|198&3|443&5|613&4|489&3|29&3|200&5|616&4|215&4;317&4|387&3|582&5|621&5|577&2|386&4|175&5|582&5|53&5|676&3;610&5|78&3|665&4|657&4|198&3|443&5|613&4|489&3|29&3|200&5|616&4|215&4|317&4|387&3|582&5|621&5|577&2|386&4|175&5|582&5|53&5|676&3
237&5|220&4|401&4|566&4|294&3|321&5|118&4|70&4|476&3|403&4|1035&4|254&3;153&4|153&4|181&4|50&5|781&4|781&4|210&4|181&4|50&5|153&4;237&5|220&4|401&4|566&4|294&3|321&5|118&4|70&4|476&3|403&4|1035&4|254&3|153&4|153&4|181&4|50&5|781&4|781&4|210&4|181&4|50&5|153&4
36&4|553&5|237&4|294&4|90&4|709&5|724&4|25&5|815&5|778&4|275&5|111&5;846&4|66&5|282&4|20&4|546&4|15&4|846&4|846&4|289&5|546&4;36&4|553&5|237&4|294&4|90&4|709&5|724&4|25&5|815&5|778&4|275&5|111&5|846&4|66&5|282&4|20&4|546&4|15&4|846&4|846&4|289&5|546&4
644&3|55&4|382&3|1012&2|245&1|250&2|466&3|875&4|710&4|180&4|921&4|200&4;634&5|82&2|1100&4|82&2|1218&4|1218&4|281&3|962&3|464&4|190&4;644&3|55&4|382&3|1012&2|245&1|250&2|466&3|875&4|710&4|180&4|921&4|200&4|634&5|82&2|1100&4|82&2|1218&4|1218&4|281&3|962&3|464&4|190&4
282&3|100&4|129&4|333&3|471&4|322&3|345&4|245&3|116&3|300&4|150&4|748&2;1051&2|1051&2|458&4|7&4|871&2|475&3|1011&3|475&3|1011&3|7&4;282&3|100&4|129&4|333&3|471&4|322&3|345&4|245&3|116&3|300&4|150&4|748&2|1051&2|1051&2|458&4|7&4|871&2|475&3|1011&3|475&3|1011&3|7&4
326&5|259&2|316&4|323&4|313&5|751&5|269&3|339&2|879&4|539&4|678&4|302&2;1&5|892&2|892&2|15&5|1&5|892&2|1&5|338&4|1&5|892&2;326&5|259&2|316&4|323&4|313&5|751&5|269&3|339&2|879&4|539&4|678&4|302&2|1&5|892&2|892&2|15&5|1&5|892&2|1&5|338&4|1&5|892&2
289&3|339&3|269&3|539&3|914&4|338&4|690&3|303&4|261&3|343&4|300&4|905&3;308&3|353&2|681&2|879&1|351&2|888&3|308&3|266&1|880&3|687&1;289&3|339&3|269&3|539&3|914&4|338&4|690&3|303&4|261&3|343&4|300&4|905&3|308&3|353&2|681&2|879&1|351&2|888&3|308&3|266&1|880&3|687&1
306&4|258&3|328&2|749&4|362&3|302&5|288&3|874&5|324&4|754&1|1395&4|313&4;1105&2|349&3|902&5|1105&2|349&3|886&4|886&4|349&3|752&4|1105&2;306&4|258&3|328&2|749&4|362&3|302&5|288&3|874&5|324&4|754&1|1395&4|313&4|1105&2|349&3|902&5|1105&2|349&3|886&4|886&4|349&3|752&4|1105&2
116&4|508&4|748&3|304&4|124&3|319&3|237&4|282&4|286&3|25&4|287&4|471&4;285&4|285&4|117&4|100&5|100&5|100&5|147&4|871&2|285&4|147&4;116&4|508&4|748&3|304&4|124&3|319&3|237&4|282&4|286&3|25&4|287&4|471&4|285&4|285&4|117&4|100&5|100&5|100&5|147&4|871&2|285&4|147&4
345&3|294&4|258&4|339&3|300&3|900&3|319&4|307&2|315&4|306&3|301&3|269&4;748&5|937&5|937&5|937&5|748&5|288&5|347&4|288&5|937&5|748&5;345&3|294&4|258&4|339&3|300&3|900&3|319&4|307&2|315&4|306&3|301&3|269&4|748&5|937&5|937&5|937&5|748&5|288&5|347&4|288&5|937&5|748&5
845&4|288&3|1060&3|25&4|472&3|15&4|151&2|21&3|278&3|284&4|100&5|1&5;1061&2|1001&3|1061&2|934&2|1061&2|934&2|820&4|756&2|926&3|756&2;845&4|288&3|1060&3|25&4|472&3|15&4|151&2|21&3|278&3|284&4|100&5|1&5|1061&2|1001&3|1061&2|934&2|1061&2|934&2|820&4|756&2|926&3|756&2
25&3|951&5|172&4|568&3|294&5|234&4|291&4|202&4|154&4|185&4|504&3|609&3;176&4|276&5|420&5|451&4|284&1|420&5|100&4|405&4|214&4|402&5;25&3|951&5|172&4|568&3|294&5|234&4|291&4|202&4|154&4|185&4|504&3|609&3|176&4|276&5|420&5|451&4|284&1|420&5|100&4|405&4|214&4|402&5
71&4|333&4|95&4|1&4|408&5|206&3|432&3|1091&1|1110&4|539&2|272&3|751&3;410&1|25&3|111&4|926&2|111&4|111&4|25&3|926&2|25&3|25&3;71&4|333&4|95&4|1&4|408&5|206&3|432&3|1091&1|1110&4|539&2|272&3|751&3|410&1|25&3|111&4|926&2|111&4|111&4|25&3|926&2|25&3|25&3
523&3|1012&1|326&3|285&3|100&4|294&3|321&3|692&3|238&4|1&4|1028&3|168&2;763&3|1054&3|1132&4|1054&3|410&5|1132&4|1023&2|412&4|411&4|1023&2;523&3|1012&1|326&3|285&3|100&4|294&3|321&3|692&3|238&4|1&4|1028&3|168&2|763&3|1054&3|1132&4|1054&3|410&5|1132&4|1023&2|412&4|411&4|1023&2
124&5|813&3|9&5|251&5|19&4|1&4|248&3|293&3|14&5|287&4|1281&4|137&1;750&5|276&5|276&5|269&5|536&5|302&5|302&5|750&5|276&5|750&5;124&5|813&3|9&5|251&5|19&4|1&4|248&3|293&3|14&5|287&4|1281&4|137&1|750&5|276&5|276&5|269&5|536&5|302&5|302&5|750&5|276&5|750&5
866&2|222&4|815&4|125&1|283&4|477&5|118&3|121&3|275&4|14&4|15&5|476&4;235&4|934&3|412&2|934&3|235&4|820&3|412&2|820&3|820&3|934&3;866&2|222&4|815&4|125&1|283&4|477&5|118&3|121&3|275&4|14&4|15&5|476&4|235&4|934&3|412&2|934&3|235&4|820&3|412&2|820&3|820&3|934&3
98&5|890&1|423&3|77&3|468&3|121&1|410&1|118&2|254&1|620&4|659&4|660&5;23&3|300&2|66&3|291&3|284&2|298&2|66&3|582&3|735&5|298&2;98&5|890&1|423&3|77&3|468&3|121&1|410&1|118&2|254&1|620&4|659&4|660&5|23&3|300&2|66&3|291&3|284&2|298&2|66&3|582&3|735&5|298&2
302&5|313&4|311&4|272&3|340&4|315&5|304&4|321&3|242&4|887&3|258&4|328&4;307&2|896&2|344&2|344&2|896&2|326&3|326&3|305&2|326&3|305&2;302&5|313&4|311&4|272&3|340&4|315&5|304&4|321&3|242&4|887&3|258&4|328&4|307&2|896&2|344&2|344&2|896&2|326&3|326&3|305&2|326&3|305&2
96&4|318&5|490&5|121&5|196&3|173&5|8&5|496&5|204&5|519&4|202&4|71&5;162&3|22&5|69&5|181&5|168&5|69&5|419&5|419&5|228&5|88&5;96&4|318&5|490&5|121&5|196&3|173&5|8&5|496&5|204&5|519&4|202&4|71&5|162&3|22&5|69&5|181&5|168&5|69&5|419&5|419&5|228&5|88&5
127&5|86&5|582&5|46&5|660&3|212&5|191&5|215&4|69&2|239&4|464&5|699&5;727&4|470&3|1074&4|570&3|378&4|570&3|1267&4|956&4|1119&3|1119&3;127&5|86&5|582&5|46&5|660&3|212&5|191&5|215&4|69&2|239&4|464&5|699&5|727&4|470&3|1074&4|570&3|378&4|570&3|1267&4|956&4|1119&3|1119&3
328&2|879&2|288&3|881&2|286&3|304&3|289&3|338&1|888&4|319&3|269&4|300&3;270&5|683&5|1176&5|1175&5|1175&5|270&5|683&5|683&5|683&5|1176&5;328&2|879&2|288&3|881&2|286&3|304&3|289&3|338&1|888&4|319&3|269&4|300&3|270&5|683&5|1176&5|1175&5|1175&5|270&5|683&5|683&5|683&5|1176&5
222&4|476&4|284&3|118&4|1011&3|269&5|546&4|1028&3|1&4|411&3|235&3|237&3;824&2|831&1|1312&2|934&4|831&1|934&4|1322&2|934&4|831&1|934&4;222&4|476&4|284&3|118&4|1011&3|269&5|546&4|1028&3|1&4|411&3|235&3|237&3|824&2|831&1|1312&2|934&4|831&1|934&4|1322&2|934&4|831&1|934&4
301&3|357&5|873&3|269&4|100&5|127&5|475&3|132&5|508&5|64&5|523&5|934&4;118&3|408&5|12&4|546&2|223&5|284&2|338&2|462&5|831&1|831&1;301&3|357&5|873&3|269&4|100&5|127&5|475&3|132&5|508&5|64&5|523&5|934&4|118&3|408&5|12&4|546&2|223&5|284&2|338&2|462&5|831&1|831&1
224&4|285&4|676&4|9&3|248&4|302&4|124&4|303&3|273&4|591&2|283&3|321&3;311&5|100&5|19&5|311&5|307&4|306&4|306&4|19&5|100&5|276&5;224&4|285&4|676&4|9&3|248&4|302&4|124&4|303&3|273&4|591&2|283&3|321&3|311&5|100&5|19&5|311&5|307&4|306&4|306&4|19&5|100&5|276&5
585&4|732&3|299&4|509&2|204&3|1135&2|290&1|47&1|222&4|1045&3|742&3|783&2;405&2|128&4|576&4|765&4|685&3|161&3|2&3|68&5|823&2|231&1;585&4|732&3|299&4|509&2|204&3|1135&2|290&1|47&1|222&4|1045&3|742&3|783&2|405&2|128&4|576&4|765&4|685&3|161&3|2&3|68&5|823&2|231&1
27&5|234&5|633&5|288&5|118&5|568&4|427&4|38&5|121&5|143&5|421&5|172&5;133&5|207&5|133&5|207&5|207&5|207&5|133&5|133&5|15&5|676&5;27&5|234&5|633&5|288&5|118&5|568&4|427&4|38&5|121&5|143&5|421&5|172&5|133&5|207&5|133&5|207&5|207&5|207&5|133&5|133&5|15&5|676&5
462&4|269&5|1073&4|165&3|166&3|921&5|515&4|258&5|212&4|100&5|9&5|268&4;529&5|1018&2|949&2|510&5|736&3|582&5|510&5|1214&1|381&5|1018&2;462&4|269&5|1073&4|165&3|166&3|921&5|515&4|258&5|212&4|100&5|9&5|268&4|529&5|1018&2|949&2|510&5|736&3|582&5|510&5|1214&1|381&5|1018&2
895&5|892&4|323&5|289&2|321&3|286&5|300&5|294&4|308&4|292&3|304&5|307&4;901&4|901&4|678&5|315&4|678&5|901&4|901&4|678&5|988&4|901&4;895&5|892&4|323&5|289&2|321&3|286&5|300&5|294&4|308&4|292&3|304&5|307&4|901&4|901&4|678&5|315&4|678&5|901&4|901&4|678&5|988&4|901&4
25&4|294&4|687&1|682&2|181&4|117&4|24&3|331&5|100&1|288&3|742&2|245&3;148&4|148&4|7&3|148&4|410&4|756&4|118&3|148&4|118&3|410&4;25&4|294&4|687&1|682&2|181&4|117&4|24&3|331&5|100&1|288&3|742&2|245&3|148&4|148&4|7&3|148&4|410&4|756&4|118&3|148&4|118&3|410&4
318&5|69&4|692&4|283&4|294&3|471&3|1&5|293&5|124&5|462&4|58&4|97&5;1070&5|226&2|65&3|65&3|469&4|603&5|531&4|1070&5|372&2|4&5;318&5|69&4|692&4|283&4|294&3|471&3|1&5|293&5|124&5|462&4|58&4|97&5|1070&5|226&2|65&3|65&3|469&4|603&5|531&4|1070&5|372&2|4&5
340&5|663&5|427&5|496&5|654&5|135&5|319&2|124&4|1063&5|531&3|483&5|474&5;603&5|639&4|528&4|86&5|480&5|58&4|475&2|488&4|488&4|86&5;340&5|663&5|427&5|496&5|654&5|135&5|319&2|124&4|1063&5|531&3|483&5|474&5|603&5|639&4|528&4|86&5|480&5|58&4|475&2|488&4|488&4|86&5
25&4|748&4|762&4|258&3|340&4|274&4|301&4|13&5|285&5|302&3|1054&3|405&4;489&5|87&4|87&4|357&4|265&3|489&5|265&3|505&4|169&5|87&4;25&4|748&4|762&4|258&3|340&4|274&4|301&4|13&5|285&5|302&3|1054&3|405&4|489&5|87&4|87&4|357&4|265&3|489&5|265&3|505&4|169&5|87&4
516&5|648&4|208&3|176&5|153&4|186&3|12&5|168&4|42&4|431&3|514&4|173&3;504&3|504&3|410&3|5&3|410&3|5&3|56&3|789&3|203&4|294&2;516&5|648&4|208&3|176&5|153&4|186&3|12&5|168&4|42&4|431&3|514&4|173&3|504&3|504&3|410&3|5&3|410&3|5&3|56&3|789&3|203&4|294&2
286&3|876&3|313&5|289&3|245&4|311&4|243&2|748&4|269&4|988&4|682&3|346&3;257&4|257&4|249&2|298&4|50&4|257&4|249&2|295&3|257&4|127&4;286&3|876&3|313&5|289&3|245&4|311&4|243&2|748&4|269&4|988&4|682&3|346&3|257&4|257&4|249&2|298&4|50&4|257&4|249&2|295&3|257&4|127&4
300&4|298&3|255&4|405&4|427&4|357&5|631&4|71&4|1047&4|294&3|147&4|22&5;196&4|604&4|237&3|202&4|117&3|1263&3|604&4|73&5|831&3|203&3;300&4|298&3|255&4|405&4|427&4|357&5|631&4|71&4|1047&4|294&3|147&4|22&5|196&4|604&4|237&3|202&4|117&3|1263&3|604&4|73&5|831&3|203&3
