state;action_reward;n_state
210&4|382&4|356&4|172&1|177&4|566&4|357&4|124&4|7&1|230&1|196&4|191&5;203&3|443&3|198&5|484&4;210&4|382&4|356&4|172&1|177&4|566&4|357&4|124&4|7&1|230&1|196&4|191&5|203&3|443&3|198&5|484&4
193&4|487&4|97&4|821&2|172&4|230&2|210&3|419&4|603&4|699&4|202&5|465&4;274&4|605&4|496&5|15&4;193&4|487&4|97&4|821&2|172&4|230&2|210&3|419&4|603&4|699&4|202&5|465&4|274&4|605&4|496&5|15&4
22&5|873&4|895&4|181&4|682&5|237&5|539&3|272&5|678&3|866&5|358&1|136&4;289&5|271&1|330&3|346&1;22&5|873&4|895&4|181&4|682&5|237&5|539&3|272&5|678&3|866&5|358&1|136&4|289&5|271&1|330&3|346&1
276&4|740&4|160&1|23&4|25&4|279&4|690&4|50&4|286&4|178&4|269&5|515&4;216&4|287&5|199&4|480&4;276&4|740&4|160&1|23&4|25&4|279&4|690&4|50&4|286&4|178&4|269&5|515&4|216&4|287&5|199&4|480&4
181&4|117&4|1012&1|477&4|845&4|288&4|546&3|866&4|748&5|147&5|127&4|282&5;472&4|925&4|370&3|410&2;181&4|117&4|1012&1|477&4|845&4|288&4|546&3|866&4|748&5|147&5|127&4|282&5|472&4|925&4|370&3|410&2
9&3|754&3|137&5|6&5|116&5|125&3|515&3|298&2|1009&3|13&4|1014&3|19&5;475&4|276&4|127&4|275&4;9&3|754&3|137&5|6&5|116&5|125&3|515&3|298&2|1009&3|13&4|1014&3|19&5|475&4|276&4|127&4|275&4
526&4|69&3|520&4|310&3|286&4|705&4|1127&1|596&3|457&4|303&3|528&4|1330&3;455&3|890&2|263&3|127&4;526&4|69&3|520&4|310&3|286&4|705&4|1127&1|596&3|457&4|303&3|528&4|1330&3|455&3|890&2|263&3|127&4
483&4|603&5|340&3|1134&3|963&5|188&3|9&3|302&5|657&5|127&5|307&4|174&4;1&4|276&4|508&5|50&3;483&4|603&5|340&3|1134&3|963&5|188&3|9&3|302&5|657&5|127&5|307&4|174&4|1&4|276&4|508&5|50&3
322&2|289&3|187&5|288&2|302&5|195&4|324&4|483&5|474&5|1500&5|286&1|318&3;210&4|87&4|50&5|64&4;322&2|289&3|187&5|288&2|302&5|195&4|324&4|483&5|474&5|1500&5|286&1|318&3|210&4|87&4|50&5|64&4
318&4|38&2|64&3|173&5|56&5|661&3|432&4|7&4|774&5|825&3|204&3|443&2;1614&3|190&5|277&5|89&5;318&4|38&2|64&3|173&5|56&5|661&3|432&4|7&4|774&5|825&3|204&3|443&2|1614&3|190&5|277&5|89&5
7&4|402&4|479&4|242&4|521&4|340&4|371&5|507&4|50&5|527&3|294&4|276&4;385&5|483&5|487&5|286&5;7&4|402&4|479&4|242&4|521&4|340&4|371&5|507&4|50&5|527&3|294&4|276&4|385&5|483&5|487&5|286&5
87&5|184&4|188&5|150&5|98&5|187&5|393&4|845&4|70&4|127&5|79&5|1224&4;63&4|765&2|449&2|67&4;87&5|184&4|188&5|150&5|98&5|187&5|393&4|845&4|70&4|127&5|79&5|1224&4|63&4|765&2|449&2|67&4
305&4|258&3|340&4|874&3|300&3|308&2|313&5|333&1|268&4|319&2|286&5|269&5;337&2|678&2|321&2|312&1;305&4|258&3|340&4|874&3|300&3|308&2|313&5|333&1|268&4|319&2|286&5|269&5|337&2|678&2|321&2|312&1
770&4|12&5|338&5|580&5|578&3|790&4|62&3|22&4|540&3|301&2|182&5|214&5;1258&3|919&5|184&5|151&4;770&4|12&5|338&5|580&5|578&3|790&4|62&3|22&4|540&3|301&2|182&5|214&5|1258&3|919&5|184&5|151&4
288&4|56&5|174&5|92&3|70&4|182&4|4&3|96&5|24&3|318&5|651&4|1&4;135&4|208&4|150&4|436&4;288&4|56&5|174&5|92&3|70&4|182&4|4&3|96&5|24&3|318&5|651&4|1&4|135&4|208&4|150&4|436&4
742&5|294&4|323&3|1016&3|257&4|107&1|237&5|300&5|50&2|628&4|815&3|756&4;273&5|293&4|151&2|7&2;742&5|294&4|323&3|1016&3|257&4|107&1|237&5|300&5|50&2|628&4|815&3|756&4|273&5|293&4|151&2|7&2
181&1|678&2|321&3|174&1|172&1|216&2|64&5|56&5|322&3|50&1|22&2|568&4;182&5|79&5|187&2|258&5;181&1|678&2|321&3|174&1|172&1|216&2|64&5|56&5|322&3|50&1|22&2|568&4|182&5|79&5|187&2|258&5
172&5|82&4|550&4|451&4|183&4|265&5|176&4|250&4|28&5|258&5|924&5|14&4;87&5|699&4|94&4|560&4;172&5|82&4|550&4|451&4|183&4|265&5|176&4|250&4|28&5|258&5|924&5|14&4|87&5|699&4|94&4|560&4
220&5|70&4|100&4|181&3|204&4|322&4|214&2|815&4|535&4|196&5|582&4|176&3;1226&4|1300&2|237&4|319&3;220&5|70&4|100&4|181&3|204&4|322&4|214&2|815&4|535&4|196&5|582&4|176&3|1226&4|1300&2|237&4|319&3
62&2|139&4|582&3|455&4|128&4|568&4|328&1|566&4|303&4|505&5|286&5|150&5;105&2|540&3|1022&5|751&4;62&2|139&4|582&3|455&4|128&4|568&4|328&1|566&4|303&4|505&5|286&5|150&5|105&2|540&3|1022&5|751&4
285&5|266&2|1190&5|283&5|15&5|890&2|118&5|597&4|680&2|411&4|471&5|220&5;818&3|106&3|476&5|424&3;285&5|266&2|1190&5|283&5|15&5|890&2|118&5|597&4|680&2|411&4|471&5|220&5|818&3|106&3|476&5|424&3
152&4|195&5|420&4|631&2|394&4|54&4|596&4|929&2|196&4|675&3|780&2|268&5;818&2|977&2|3&3|834&5;152&4|195&5|420&4|631&2|394&4|54&4|596&4|929&2|196&4|675&3|780&2|268&5|818&2|977&2|3&3|834&5
327&1|111&5|294&5|922&4|475&4|744&4|873&3|302&2|9&4|301&3|269&5|508&4;1009&4|628&3|151&4|117&4;327&1|111&5|294&5|922&4|475&4|744&4|873&3|302&2|9&4|301&3|269&5|508&4|1009&4|628&3|151&4|117&4
327&4|292&1|682&3|288&3|748&2|286&5|948&1|336&1|323&1|264&1|268&4|681&1;328&1|923&5|313&5|358&1;327&4|292&1|682&3|288&3|748&2|286&5|948&1|336&1|323&1|264&1|268&4|681&1|328&1|923&5|313&5|358&1
346&4|328&4|303&5|302&5|322&2|751&5|269&3|258&4|912&3|271&4|288&5|286&4;245&4|887&4|1105&1|875&1;346&4|328&4|303&5|302&5|322&2|751&5|269&3|258&4|912&3|271&4|288&5|286&4|245&4|887&4|1105&1|875&1
317&5|98&5|48&5|174&4|327&5|127&5|178&5|806&5|22&5|172&4|194&5|205&5;208&5|467&5|527&3|168&5;317&5|98&5|48&5|174&4|327&5|127&5|178&5|806&5|22&5|172&4|194&5|205&5|208&5|467&5|527&3|168&5
546&3|273&4|756&3|827&3|1093&5|871&3|1052&3|1095&4|743&4|147&3|64&5|276&4;1047&3|405&5|833&4|7&5;546&3|273&4|756&3|827&3|1093&5|871&3|1052&3|1095&4|743&4|147&3|64&5|276&4|1047&3|405&5|833&4|7&5
561&3|813&4|98&4|647&5|746&3|70&3|462&5|1101&4|86&4|282&3|194&5|26&3;693&3|421&4|503&3|487&3;561&3|813&4|98&4|647&5|746&3|70&3|462&5|1101&4|86&4|282&3|194&5|26&3|693&3|421&4|503&3|487&3
200&3|855&3|96&3|176&5|357&4|56&3|175&5|269&4|520&3|182&3|135&4|157&2;195&4|153&3|210&3|171&4;200&3|855&3|96&3|176&5|357&4|56&3|175&5|269&4|520&3|182&3|135&4|157&2|195&4|153&3|210&3|171&4
79&4|195&4|196&4|385&3|317&4|137&3|318&5|528&5|98&5|423&4|655&3|144&4;963&4|211&4|527&3|204&3;79&4|195&4|196&4|385&3|317&4|137&3|318&5|528&5|98&5|423&4|655&3|144&4|963&4|211&4|527&3|204&3
589&3|495&4|134&3|484&4|274&3|483&5|15&5|111&3|159&3|199&4|70&4|432&3;525&3|659&3|229&3|49&3;589&3|495&4|134&3|484&4|274&3|483&5|15&5|111&3|159&3|199&4|70&4|432&3|525&3|659&3|229&3|49&3
761&5|472&2|328&3|222&4|25&2|105&1|335&3|131&3|538&4|873&3|369&5|111&3;50&5|748&4|740&4|300&5;761&5|472&2|328&3|222&4|25&2|105&1|335&3|131&3|538&4|873&3|369&5|111&3|50&5|748&4|740&4|300&5
1017&4|288&5|742&3|218&4|1206&3|1471&3|1059&4|67&4|244&2|282&4|154&4|924&4;418&4|571&2|801&3|588&4;1017&4|288&5|742&3|218&4|1206&3|1471&3|1059&4|67&4|244&2|282&4|154&4|924&4|418&4|571&2|801&3|588&4
501&5|404&5|191&5|581&5|4&5|217&4|562&5|448&3|660&5|9&5|416&5|64&5;565&4|586&3|219&1|386&4;501&5|404&5|191&5|581&5|4&5|217&4|562&5|448&3|660&5|9&5|416&5|64&5|565&4|586&3|219&1|386&4
367&4|871&2|401&4|1035&4|233&4|237&5|321&5|678&2|566&4|301&4|220&4|118&4;181&4|153&4|210&4|50&5;367&4|871&2|401&4|1035&4|233&4|237&5|321&5|678&2|566&4|301&4|220&4|118&4|181&4|153&4|210&4|50&5
756&4|781&4|778&4|1041&5|255&5|794&4|275&5|274&5|709&5|88&5|90&4|49&5;15&4|546&4|846&4|66&5;756&4|781&4|778&4|1041&5|255&5|794&4|275&5|274&5|709&5|88&5|90&4|49&5|15&4|546&4|846&4|66&5
174&4|514&4|14&4|559&2|433&4|411&3|405&2|286&2|28&3|237&4|50&3|1101&4;423&3|96&2|431&3|184&3;174&4|514&4|14&4|559&2|433&4|411&3|405&2|286&2|28&3|237&4|50&3|1101&4|423&3|96&2|431&3|184&3
282&3|328&3|300&4|124&4|319&2|258&3|237&3|345&4|100&4|748&2|326&3|273&3;871&2|475&3|458&4|1011&3;282&3|328&3|300&4|124&4|319&2|258&3|237&3|345&4|100&4|748&2|326&3|273&3|871&2|475&3|458&4|1011&3
326&5|286&3|258&4|678&4|300&3|259&2|301&2|313&5|339&2|748&5|316&4|302&2;508&3|1&5|892&2|338&4;326&5|286&3|258&4|678&4|300&3|259&2|301&2|313&5|339&2|748&5|316&4|302&2|508&3|1&5|892&2|338&4
358&3|918&3|886&2|989&2|887&2|322&3|327&3|750&3|890&1|689&1|331&3|1265&4;880&3|681&2|355&3|916&3;358&3|918&3|886&2|989&2|887&2|322&3|327&3|750&3|890&1|689&1|331&3|1265&4|880&3|681&2|355&3|916&3
340&5|268&5|328&2|344&1|754&1|749&4|302&5|272&4|751&4|306&4|362&3|288&3;349&3|886&4|270&5|902&5;340&5|268&5|328&2|344&1|754&1|749&4|302&5|272&4|751&4|306&4|362&3|288&3|349&3|886&4|270&5|902&5
286&3|508&4|304&4|243&2|323&3|289&3|748&3|319&3|1355&4|25&4|546&2|237&4;871&2|100&5|285&4|147&4;286&3|508&4|304&4|243&2|323&3|289&3|748&3|319&3|1355&4|25&4|546&2|237&4|871&2|100&5|285&4|147&4
307&2|319&4|345&3|269&4|339&3|270&4|306&3|315&4|301&3|302&5|333&4|272&2;937&5|352&5|748&5|347&4;307&2|319&4|345&3|269&4|339&3|270&4|306&3|315&4|301&3|302&5|333&4|272&2|937&5|352&5|748&5|347&4
25&4|257&5|288&3|50&5|276&5|7&3|15&4|111&4|845&4|597&3|109&5|472&3;764&4|756&2|926&3|826&3;25&4|257&5|288&3|50&5|276&5|7&3|15&4|111&4|845&4|597&3|109&5|472&3|764&4|756&2|926&3|826&3
174&5|443&4|181&4|240&1|99&3|622&3|1&5|526&3|498&5|699&4|266&4|134&4;549&5|214&4|570&4|176&4;174&5|443&4|181&4|240&1|99&3|622&3|1&5|526&3|498&5|699&4|266&4|134&4|549&5|214&4|570&4|176&4
272&3|1091&1|95&4|101&2|751&3|588&2|539&2|333&4|189&4|1240&3|206&3|1&4;410&1|926&2|25&3|111&4;272&3|1091&1|95&4|101&2|751&3|588&2|539&2|333&4|189&4|1240&3|206&3|1&4|410&1|926&2|25&3|111&4
762&4|294&3|208&4|249&3|287&3|168&2|257&4|100&4|238&4|845&3|285&3|300&4;1040&2|412&4|410&5|1132&4;762&4|294&3|208&4|249&3|287&3|168&2|257&4|100&4|238&4|845&3|285&3|300&4|1040&2|412&4|410&5|1132&4
1281&4|274&3|14&5|124&5|744&4|242&5|251&5|275&2|845&4|100&5|19&4|248&3;536&5|269&5|313&5|276&5;1281&4|274&3|14&5|124&5|744&4|242&5|251&5|275&2|845&4|100&5|19&4|248&3|536&5|269&5|313&5|276&5
815&4|125&1|151&1|477&5|1&5|283&4|276&2|476&4|118&3|866&2|275&4|14&4;412&2|934&3|235&4|820&3;815&4|125&1|151&1|477&5|1&5|283&4|276&2|476&4|118&3|866&2|275&4|14&4|412&2|934&3|235&4|820&3
87&2|71&3|69&5|118&2|742&4|162&4|289&2|9&4|620&4|382&2|318&5|778&3;284&2|300&2|532&3|735&5;87&2|71&3|69&5|118&2|742&4|162&4|289&2|9&4|620&4|382&2|318&5|778&3|284&2|300&2|532&3|735&5
354&4|328&4|887&3|269&5|321&3|242&4|340&4|302&5|258&4|304&4|272&3|1024&3;307&2|896&2|326&3|305&2;354&4|328&4|887&3|269&5|321&3|242&4|340&4|302&5|258&4|304&4|272&3|1024&3|307&2|896&2|326&3|305&2
56&1|385&5|663&2|97&5|71&5|519&4|15&5|485&5|96&4|173&5|208&5|79&5;162&3|648&5|174&5|88&5;56&1|385&5|663&2|97&5|71&5|519&4|15&5|485&5|96&4|173&5|208&5|79&5|162&3|648&5|174&5|88&5
513&4|357&3|510&4|736&4|135&4|673&3|83&5|427&3|509&4|1113&5|660&3|582&5;423&4|570&3|1074&4|1267&4;513&4|357&3|510&4|736&4|135&4|673&3|83&5|427&3|509&4|1113&5|660&3|582&5|423&4|570&3|1074&4|1267&4
888&4|300&3|326&3|304&3|258&5|289&3|328&2|338&1|881&2|872&3|879&2|327&4;683&5|1176&5|270&5|1175&5;888&4|300&3|326&3|304&3|258&5|289&3|328&2|338&1|881&2|872&3|879&2|327&4|683&5|1176&5|270&5|1175&5
13&4|405&2|473&3|1028&3|597&2|269&5|1&4|118&4|111&5|284&3|222&4|685&3;934&4|824&2|120&1|831&1;13&4|405&2|473&3|1028&3|597&2|269&5|1&4|118&4|111&5|284&3|222&4|685&3|934&4|824&2|120&1|831&1
22&4|282&4|286&4|180&4|597&3|949&5|269&4|873&3|934&4|70&3|143&1|496&5;333&4|831&1|118&3|408&5;22&4|282&4|286&4|180&4|597&3|949&5|269&4|873&3|934&4|70&3|143&1|496&5|333&4|831&1|118&3|408&5
1251&3|302&4|273&4|257&2|1142&4|285&4|146&4|275&3|847&3|258&3|313&4|151&3;14&5|327&4|298&2|306&4;1251&3|302&4|273&4|257&2|1142&4|285&4|146&4|275&3|847&3|258&3|313&4|151&3|14&5|327&4|298&2|306&4
378&3|746&3|1132&3|659&1|1046&3|738&3|1232&2|1410&3|190&4|358&3|164&3|683&2;1231&2|29&2|779&3|1222&3;378&3|746&3|1132&3|659&1|1046&3|738&3|1232&2|1410&3|190&4|358&3|164&3|683&2|1231&2|29&2|779&3|1222&3
118&5|406&4|421&5|234&5|143&5|625&5|633&5|928&5|298&5|172&5|27&5|568&4;133&5|197&5|15&5|676&5;118&5|406&4|421&5|234&5|143&5|625&5|633&5|928&5|298&5|172&5|27&5|568&4|133&5|197&5|15&5|676&5
198&5|100&5|1009&2|212&4|921&5|166&3|116&4|323&2|515&4|475&4|179&5|1073&4;382&5|949&2|381&5|1214&1;198&5|100&5|1009&2|212&4|921&5|166&3|116&4|323&2|515&4|475&4|179&5|1073&4|382&5|949&2|381&5|1214&1
892&4|294&4|895&5|323&5|308&4|304&5|289&2|307&4|258&5|321&3|300&5|292&3;748&3|901&4|315&4|678&5;892&4|294&4|895&5|323&5|308&4|304&5|289&2|307&4|258&5|321&3|300&5|292&3|748&3|901&4|315&4|678&5
742&2|333&1|288&3|100&1|294&4|9&3|181&4|1&4|682&2|323&4|628&4|245&3;148&4|237&4|7&3|410&4;742&2|333&1|288&3|100&1|294&4|9&3|181&4|1&4|682&2|323&4|628&4|245&3|148&4|237&4|7&3|410&4
111&4|12&4|283&4|471&3|127&4|222&4|204&5|257&4|692&4|8&4|248&4|297&4;218&4|170&4|47&5|42&4;111&4|12&4|283&4|471&3|127&4|222&4|204&5|257&4|692&4|8&4|248&4|297&4|218&4|170&4|47&5|42&4
185&5|100&4|182&5|213&5|272&3|1005&3|427&5|180&5|14&5|504&4|474&5|124&4;58&4|285&5|488&4|603&5;185&5|100&4|182&5|213&5|272&3|1005&3|427&5|180&5|14&5|504&4|474&5|124&4|58&4|285&5|488&4|603&5
7&4|269&5|326&4|328&4|271&3|285&5|100&5|762&4|546&3|340&4|111&4|25&4;265&3|480&4|489&5|195&4;7&4|269&5|326&4|328&4|271&3|285&5|100&5|762&4|546&3|340&4|111&4|25&4|265&3|480&4|489&5|195&4
642&3|648&4|153&4|173&3|265&3|430&3|33&4|208&3|603&4|55&4|154&4|657&5;8&3|789&3|294&2|56&3;642&3|648&4|153&4|173&3|265&3|430&3|33&4|208&3|603&4|55&4|154&4|657&5|8&3|789&3|294&2|56&3
748&4|321&3|288&3|245&4|881&3|269&4|313&5|289&3|301&4|988&4|876&3|328&4;295&3|257&4|50&4|127&4;748&4|321&3|288&3|245&4|881&3|269&4|313&5|289&3|301&4|988&4|876&3|328&4|295&3|257&4|50&4|127&4
568&4|136&5|294&3|231&4|298&3|29&4|72&4|82&4|79&4|705&4|427&4|177&5;604&4|117&3|1063&3|73&5;568&4|136&5|294&3|231&4|298&3|29&4|72&4|82&4|79&4|705&4|427&4|177&5|604&4|117&3|1063&3|73&5
174&5|933&3|32&5|1016&4|124&4|463&4|1019&5|460&2|230&2|129&4|952&4|50&4;1223&4|770&4|328&3|302&5;174&5|933&3|32&5|1016&4|124&4|463&4|1019&5|460&2|230&2|129&4|952&4|50&4|1223&4|770&4|328&3|302&5
269&4|271&4|324&1|313&3|307&5|355&3|902&5|340&5|347&5|300&5|328&3|342&2;323&4|748&2|260&3|322&4;269&4|271&4|324&1|313&3|307&5|355&3|902&5|340&5|347&5|300&5|328&3|342&2|323&4|748&2|260&3|322&4
24&4|1016&5|849&4|117&4|455&4|282&3|471&4|109&3|477&2|15&3|815&3|147&3;926&3|254&1|21&1|473&1;24&4|1016&5|849&4|117&4|455&4|282&3|471&4|109&3|477&2|15&3|815&3|147&3|926&3|254&1|21&1|473&1
522&5|65&2|298&4|318&4|338&4|288&4|178&5|22&4|171&5|693&4|56&5|7&5;195&3|652&3|357&5|134&5;522&5|65&2|298&4|318&4|338&4|288&4|178&5|22&4|171&5|693&4|56&5|7&5|195&3|652&3|357&5|134&5
483&4|96&4|183&3|546&2|1076&2|268&4|131&2|205&5|7&2|188&3|100&2|845&3;567&2|541&4|1139&3|569&2;483&4|96&4|183&3|546&2|1076&2|268&4|131&2|205&5|7&2|188&3|100&2|845&3|567&2|541&4|1139&3|569&2
504&5|187&4|707&5|22&4|135&5|242&5|427&3|962&3|514&5|64&3|132&3|483&4;13&3|185&4|255&1|285&5;504&5|187&4|707&5|22&4|135&5|242&5|427&3|962&3|514&5|64&3|132&3|483&4|13&3|185&4|255&1|285&5
133&5|132&5|480&5|183&3|429&4|1039&4|89&4|173&4|23&5|616&4|286&5|589&5;136&5|193&4|179&5|185&5;133&5|132&5|480&5|183&3|429&4|1039&4|89&4|173&4|23&5|616&4|286&5|589&5|136&5|193&4|179&5|185&5
331&3|268&5|301&3|886&3|182&5|333&4|42&2|876&3|269&3|153&5|292&4|207&4;135&5|39&2|392&4|381&4;331&3|268&5|301&3|886&3|182&5|333&4|42&2|876&3|269&3|153&5|292&4|207&4|135&5|39&2|392&4|381&4
301&4|276&5|289&3|322&3|338&1|326&3|300&4|286&3|294&2|302&5|879&4|297&5;273&3|9&5|100&5|222&4;301&4|276&5|289&3|322&3|338&1|326&3|300&4|286&3|294&2|302&5|879&4|297&5|273&3|9&5|100&5|222&4
410&2|280&2|7&1|237&2|1244&1|325&1|300&3|338&4|405&1|1033&3|1233&5|50&4;546&1|985&2|460&2|717&3;410&2|280&2|7&1|237&2|1244&1|325&1|300&3|338&4|405&1|1033&3|1233&5|50&4|546&1|985&2|460&2|717&3
322&1|298&4|109&4|340&3|294&4|7&4|258&5|332&3|117&3|328&2|248&3|237&3;181&2|815&3|125&4|121&4;322&1|298&4|109&4|340&3|294&4|7&4|258&5|332&3|117&3|328&2|248&3|237&3|181&2|815&3|125&4|121&4
300&4|346&4|358&1|333&4|340&4|299&2|313&5|355&2|260&4|292&5|271&5|288&4;294&4|678&2|322&3|908&4;300&4|346&4|358&1|333&4|340&4|299&2|313&5|355&2|260&4|292&5|271&5|288&4|294&4|678&2|322&3|908&4
628&5|174&5|24&3|118&4|258&4|64&5|100&5|257&4|568&4|156&4|845&3|199&5;924&3|748&2|1087&4|546&4;628&5|174&5|24&3|118&4|258&4|64&5|100&5|257&4|568&4|156&4|845&3|199&5|924&3|748&2|1087&4|546&4
286&5|360&4|682&4|1429&4|1392&4|1175&5|307&4|681&4|306&4|264&4|324&4|328&4;271&3|242&4|336&4|319&5;286&5|360&4|682&4|1429&4|1392&4|1175&5|307&4|681&4|306&4|264&4|324&4|328&4|271&3|242&4|336&4|319&5
968&5|436&5|65&4|69&5|43&2|1217&3|385&4|91&5|88&4|117&4|720&2|566&2;1116&4|648&3|32&1|787&2;968&5|436&5|65&4|69&5|43&2|1217&3|385&4|91&5|88&4|117&4|720&2|566&2|1116&4|648&3|32&1|787&2
232&4|246&4|273&5|1244&1|183&4|1118&3|762&5|449&2|559&3|941&3|226&3|926&2;41&3|1188&3|1091&1|771&4;232&4|246&4|273&5|1244&1|183&4|1118&3|762&5|449&2|559&3|941&3|226&3|926&2|41&3|1188&3|1091&1|771&4
38&5|77&5|298&3|1046&3|300&5|406&1|117&5|269&1|588&4|203&5|568&4|226&5;303&3|148&4|302&3|330&4;38&5|77&5|298&3|1046&3|300&5|406&1|117&5|269&1|588&4|203&5|568&4|226&5|303&3|148&4|302&3|330&4
419&5|601&4|4&2|663&5|144&2|132&5|95&4|614&4|284&3|423&4|257&5|275&5;141&4|168&5|159&4|157&3;419&5|601&4|4&2|663&5|144&2|132&5|95&4|614&4|284&3|423&4|257&5|275&5|141&4|168&5|159&4|157&3
874&4|427&5|1007&4|242&4|900&4|750&4|312&2|269&5|286&4|463&5|311&3|896&5;1101&4|1255&1|1653&5|235&1;874&4|427&5|1007&4|242&4|900&4|750&4|312&2|269&5|286&4|463&5|311&3|896&5|1101&4|1255&1|1653&5|235&1
477&5|82&5|8&5|627&1|432&1|172&4|422&5|418&3|596&1|99&2|465&5|932&5;969&2|71&3|102&5|151&2;477&5|82&5|8&5|627&1|432&1|172&4|422&5|418&3|596&1|99&2|465&5|932&5|969&2|71&3|102&5|151&2
66&4|591&4|17&3|683&3|195&5|1217&2|559&2|1047&3|1073&5|249&4|554&3|410&4;1051&2|1210&1|268&4|271&4;66&4|591&4|17&3|683&3|195&5|1217&2|559&2|1047&3|1073&5|249&4|554&3|410&4|1051&2|1210&1|268&4|271&4
326&4|188&2|215&5|762&3|699&4|282&4|429&4|328&5|29&3|245&3|546&4|82&3;573&4|565&3|649&3|106&2;326&4|188&2|215&5|762&3|699&4|282&4|429&4|328&5|29&3|245&3|546&4|82&3|573&4|565&3|649&3|106&2
269&3|294&5|332&3|245&4|286&4|300&4|690&3|879&3|302&3|328&4|748&4|358&2;988&2|307&3|689&3|754&3;269&3|294&5|332&3|245&4|286&4|300&4|690&3|879&3|302&3|328&4|748&4|358&2|988&2|307&3|689&3|754&3
97&5|432&4|484&3|193&4|357&5|23&5|228&5|83&1|174&4|69&5|100&2|430&5;32&5|663&5|175&5|431&3;97&5|432&4|484&3|193&4|357&5|23&5|228&5|83&1|174&4|69&5|100&2|430&5|32&5|663&5|175&5|431&3
276&5|475&4|127&5|10&4|257&4|7&5|100&5|264&2|248&3|1012&3|181&3|327&4;249&3|455&3|1059&4|1226&4;276&5|475&4|127&5|10&4|257&4|7&5|100&5|264&2|248&3|1012&3|181&3|327&4|249&3|455&3|1059&4|1226&4
721&5|969&5|385&3|161&4|174&3|421&5|720&4|873&3|206&4|234&5|222&3|51&4;231&4|227&3|365&5|384&1;721&5|969&5|385&3|161&4|174&3|421&5|720&4|873&3|206&4|234&5|222&3|51&4|231&4|227&3|365&5|384&1
17&4|200&5|458&1|457&1|313&2|236&4|258&4|413&4|121&5|751&3|346&5|930&5;665&2|145&4|436&5|769&4;17&4|200&5|458&1|457&1|313&2|236&4|258&4|413&4|121&5|751&3|346&5|930&5|665&2|145&4|436&5|769&4
125&3|498&5|268&5|455&3|127&2|168&4|91&3|431&5|250&3|246&5|484&5|175&4;210&3|133&2|28&5|52&5;125&3|498&5|268&5|455&3|127&2|168&4|91&3|431&5|250&3|246&5|484&5|175&4|210&3|133&2|28&5|52&5
879&4|1296&2|242&4|306&2|1393&2|304&3|258&5|938&4|303&2|989&3|331&5|300&3;286&4|319&4|324&3|333&3;879&4|1296&2|242&4|306&2|1393&2|304&3|258&5|938&4|303&2|989&3|331&5|300&3|286&4|319&4|324&3|333&3
